SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43689,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43689,PO5626159507,10-4020-000166,29646,277,4,578,578,5,13054.0,98228Vi67566,,33997.3702,3271.4942,1022.3419,38291.2063,,D5628C44-BD37-4337-9412-3407C824DF71,2011-06-07 00:00:00.000
43690,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43690,PO6235146326,10-4020-000431,29533,275,3,801,801,5,2337.0,28321Vi12181,,1297.5901,124.2027,38.8133,1460.6061,,68942478-3091-49D6-AA0F-C3A0AA4D49D0,2011-06-07 00:00:00.000
43691,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43691,PO6409111675,10-4020-000292,29570,277,4,592,592,5,242.0,28360Vi1235,,874.794,83.9802,26.2438,985.018,,2EB93130-1226-4E8B-A2FD-1AD8D951D103,2011-06-07 00:00:00.000
43692,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43692,PO7859187017,10-4020-000221,29992,281,4,1024,1024,5,7176.0,108529Vi37251,,38510.8973,3696.3979,1155.1244,43362.4196,,EDB9E3F0-0B76-4DBC-934E-9DABFBA01EE5,2011-06-07 00:00:00.000
43693,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43693,PO8120182325,10-4020-000485,29491,275,5,807,807,5,8937.0,128548Vi46064,,20541.4072,1969.5564,615.4864,23126.45,,49C3D13D-464F-49D0-B21A-A2C07145EC62,2011-06-07 00:00:00.000
43694,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43694,PO9657130250,10-4020-000315,29549,279,5,943,943,5,7083.0,118748Vi36747,,20645.634,1978.3257,618.2268,23242.1865,,CEAAA999-7157-449D-8665-142793421294,2011-06-07 00:00:00.000
43695,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43695,PO10179176559,10-4020-000027,29958,279,5,911,911,5,10163.0,128786Vi52413,,39373.781,3787.4632,1183.5823,44344.8265,,F5FB98A9-A866-42CE-ADD8-6879231ED1A2,2011-06-07 00:00:00.000
43696,8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,0,SO43696,PO9947131800,10-4020-000603,29849,279,5,977,977,5,1402.0,98787Vi7192,,419.4589,40.2681,12.5838,472.3108,,7C3E3B6D-E76E-470B-A75E-B20C25F86760,2011-06-07 00:00:00.000
43843,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43843,PO19923118772,10-4020-000018,29955,275,3,756,756,5,13712.0,25020Vi71036,,32940.1556,3174.1988,991.9371,37106.2915,,4C035FE0-E928-4932-97D8-BE338EE54058,2011-07-08 00:00:00.000
43844,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43844,PO19691138342,10-4020-000353,29620,282,6,503,503,5,5577.0,105103Vi29202,407.0,20249.94,1943.9942,607.4982,22801.4324,,B90DB933-2D63-4B51-9B14-599DD8DE2466,2011-07-08 00:00:00.000
43845,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43845,PO19546184286,10-4020-000206,29888,279,5,930,930,5,2364.0,15114Vi12293,,8580.0739,823.6669,257.3959,9661.1367,,6D308EFC-D13C-4E95-9653-98B9BA7C6F8B,2011-07-08 00:00:00.000
43846,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43846,PO19430112391,10-4020-000318,29548,278,6,498,498,5,5528.0,115137Vi28965,407.0,919.5201,90.6637,28.3324,1038.5162,,ECE0D5A4-8384-43D3-AF7B-92ED5C1ED760,2011-07-08 00:00:00.000
43847,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43847,PO19227161888,10-4020-000210,29539,278,6,480,480,5,181.0,55182Vi966,407.0,908.8209,86.9292,27.1654,1022.9155,,D87ECCC0-6DC2-4814-BC29-9BB76A02861E,2011-07-08 00:00:00.000
43848,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43848,PO18908190536,10-4020-000164,29717,283,1,851,851,5,15882.0,15215Vi82057,,18269.946,1753.9148,548.0984,20571.9592,,632D61E3-B219-403C-9D2B-6374A2CF0917,2011-07-08 00:00:00.000
43849,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43849,PO18676186169,10-4020-000697,29818,274,1,1104,1104,5,14559.0,55256Vi75492,,20544.7015,1969.9765,615.6177,23130.2957,,F4C65AD3-DC9E-46CF-98BA-8EDA6C166335,2011-07-08 00:00:00.000
43850,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43850,PO18415143340,10-4020-000191,29892,282,6,476,476,5,11072.0,75292Vi57135,407.0,10183.7952,982.9377,307.168,11473.9009,,FA64E91A-A5EA-4A9D-86BC-E92AAD0E3E2C,2011-07-08 00:00:00.000
43851,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43851,PO18386167654,10-4020-000558,29509,275,2,816,816,5,8979.0,125302Vi46289,,6783.7679,651.4975,203.593,7638.8584,,CB4920EC-4887-4931-9258-78377518FD98,2011-07-08 00:00:00.000
43852,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43852,PO17864179720,10-4020-000568,29855,282,6,539,539,5,8043.0,115310Vi41710,407.0,2024.994,194.3994,60.7498,2280.1432,,EC8883D3-214D-4E31-A25A-B74BAF6163C5,2011-07-08 00:00:00.000
43853,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43853,PO18270155899,10-4020-000011,29813,282,6,446,446,5,12279.0,85313Vi63488,407.0,26354.922,2530.0725,790.6477,29675.6422,,C61DE9AF-0C09-4894-B6EA-E27C6652C354,2011-07-08 00:00:00.000
43854,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43854,PO17777139245,10-4020-000208,29988,282,6,478,478,5,9855.0,45354Vi50783,407.0,1749.588,167.9604,52.4876,1970.036,,C69BEAF4-1C0E-425B-9B7E-AD8B0E3BCF89,2011-07-08 00:00:00.000
43855,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43855,PO17748116016,10-4020-000102,29946,278,6,462,462,5,14454.0,65357Vi74935,407.0,10993.3516,1058.7224,330.8508,12382.9248,,B691D9F1-475F-4CD0-99E5-2AFD69FB659E,2011-07-08 00:00:00.000
43856,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43856,PO17313123131,10-4020-000389,29680,282,6,509,509,5,18049.0,55434Vi93678,407.0,2036.394,195.3874,61.0586,2292.84,,910347FD-9759-4A08-99EE-0BA5F965004B,2011-07-08 00:00:00.000
43857,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43857,PO16733124458,10-4020-000533,30074,282,6,534,534,5,18260.0,45523Vi94762,407.0,7186.5371,689.052,215.3287,8090.9178,,B4EEA46B-8C3B-44DD-A6F3-D4C9B357D8D6,2011-07-08 00:00:00.000
43858,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43858,PO16791124272,10-4020-000036,29961,275,2,758,758,5,3274.0,35544Vi17259,,13694.3494,1317.0672,411.5835,15423.0001,,2245BA06-463F-48B6-B1DB-20C837B6B3AD,2011-07-08 00:00:00.000
43859,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43859,PO16762199940,10-4020-000259,29865,276,4,1032,1032,5,11840.0,85562Vi61174,,3911.5991,375.2443,117.2639,4404.1073,,365D7FAC-6770-4F6E-88FB-23EA9D0202DB,2011-07-08 00:00:00.000
43860,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43860,PO16646146654,10-4020-000001,29773,280,1,832,832,5,19181.0,105571Vi99678,,10993.3942,1057.2843,330.4013,12381.0798,,D2745233-B05B-409C-93BB-4451569F4253,2011-07-08 00:00:00.000
43861,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43861,PO16327172067,10-4020-000584,29749,279,5,974,974,5,6675.0,45614Vi34749,,23401.1062,2244.4088,701.3777,26346.8927,,83B3D7C7-75DF-446B-AF7C-8D7AD437DC6E,2011-07-08 00:00:00.000
43862,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43862,PO16211194171,10-4020-000099,29945,279,5,919,919,5,6777.0,55631Vi35295,,31000.7804,2987.8703,933.7095,34922.3602,,940D8F40-7FDA-43B5-AA0F-E5605CC398C3,2011-07-08 00:00:00.000
43863,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43863,PO15747169584,10-4020-000471,29764,277,4,611,611,5,11717.0,65637Vi60618,,1718.8983,164.9658,51.5518,1935.4159,,3DB29079-48CF-484E-8156-DFC9AFBBC44C,2011-07-08 00:00:00.000
43864,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43864,PO16037151094,10-4020-000384,30056,276,4,1052,1052,5,1896.0,45642Vi9831,,38474.3572,3703.8969,1157.4678,43335.7219,,59863D9C-AE67-4857-8D71-B24FB735A89F,2011-07-08 00:00:00.000
43865,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43865,PO15689147174,10-4020-000328,30117,277,4,596,596,5,4623.0,45669Vi24257,,13196.0548,1268.2589,396.3309,14860.6446,,E1D2A49D-5C50-465F-A927-0BDDC2440741,2011-07-08 00:00:00.000
43866,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43866,PO14529112624,10-4020-000289,29571,280,1,864,864,5,14363.0,55805Vi74455,,4076.388,391.2268,122.2584,4589.8732,,3BDCD17C-F327-4D97-9134-3A96A2CBB88A,2011-07-08 00:00:00.000
43867,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43867,PO14471123403,10-4020-000145,29582,280,1,848,848,5,1359.0,45808Vi6925,,32673.0446,3149.2911,984.1535,36806.4892,,B77E764C-9C42-4333-81C4-F1417B07C3F3,2011-07-08 00:00:00.000
43868,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43868,PO14848158712,10-4020-000478,30042,282,6,523,523,5,10628.0,85848Vi54777,407.0,2146.962,206.1084,64.4089,2417.4793,,8417B236-D1CD-4916-97BF-4F76BA08C031,2011-07-08 00:00:00.000
43869,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43869,PO14500145975,10-4020-000650,30107,276,1,1099,1099,5,6386.0,45864Vi33152,,49193.9864,4734.607,1479.5647,55408.1581,,CFD72E16-F7FC-4DED-9C2D-95405FF19510,2011-07-08 00:00:00.000
43870,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43870,PO14326149236,10-4020-000107,29675,275,2,765,765,5,18323.0,55875Vi95160,,4316.9864,413.6232,129.2572,4859.8668,,2AD8FE9A-51DB-4469-A853-77AD3F8B7024,2011-07-08 00:00:00.000
43871,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43871,PO13572145817,10-4020-000527,30076,281,3,1076,1076,5,4941.0,75995Vi25927,,9398.8972,899.949,281.2341,10580.0803,,91A42588-4E33-4651-959A-FD22957757A6,2011-07-08 00:00:00.000
43872,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43872,PO12557127067,10-4020-000240,30100,276,4,1028,1028,5,3368.0,66128Vi17744,,11584.459,1110.9858,347.1831,13042.6279,,6056459A-2C20-4924-914D-3085728FFEBE,2011-07-08 00:00:00.000
43873,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43873,PO12499138177,10-4020-000078,29703,276,4,1001,1001,5,15090.0,96146Vi78070,,41250.4391,3973.725,1241.789,46465.9531,,CA7F3655-94D7-447C-AE5D-5B85EF6AF871,2011-07-08 00:00:00.000
43874,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43874,PO12122162917,10-4020-000022,29569,277,3,562,562,5,13917.0,66171Vi72178,,419.4589,40.2681,12.5838,472.3108,,19B1A1E5-EC5A-4F8E-A25A-3A2A21219FAD,2011-07-08 00:00:00.000
43875,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43875,PO12586178184,10-4020-000278,29624,279,5,938,30,5,204.0,116188Vi1051,,121761.9396,11871.5033,3709.8448,137343.2877,,8AD47DFB-4D6C-4354-AD25-9E3E64AF0C64,2011-07-08 00:00:00.000
43876,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43876,PO12006119347,10-4020-000270,30091,275,2,784,784,5,6005.0,66205Vi31256,,7135.2649,686.9474,214.6711,8036.8834,,53188142-2A1F-4F1B-AAD5-FA92BBF4B770,2011-07-08 00:00:00.000
43877,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43877,PO11919119101,10-4020-000073,29925,280,1,840,840,5,5343.0,56208Vi27980,,20628.5745,1977.1163,617.8489,23223.5397,,C60E991F-937F-4AF3-9883-614A667D9749,2011-07-08 00:00:00.000
43878,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43878,PO11716136854,10-4020-000144,29664,275,2,770,770,5,7167.0,46227Vi37199,,4079.988,391.6788,122.3996,4594.0664,,92096EC8-87B0-42D0-8516-3F6E713A1DE7,2011-07-08 00:00:00.000
43879,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43879,PO11600128380,10-4020-000569,29510,282,6,540,540,5,14729.0,26285Vi76327,407.0,21718.7639,2087.8858,652.4643,24459.114,,E7812579-E1A0-4997-9027-A1AFB625C9E7,2011-07-08 00:00:00.000
43880,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43880,PO11020127453,10-4020-000336,29789,278,6,501,501,5,18316.0,126355Vi95120,407.0,15479.55,1488.4458,465.1393,17433.1351,,77F5C860-1887-4B14-96BF-FE58CA4FB307,2011-07-08 00:00:00.000
43881,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43881,PO10759119626,10-4020-000346,30111,277,3,598,598,5,569.0,56356Vi2945,,38816.8056,3725.7234,1164.2885,43706.8175,,063E526C-D138-40D0-8BE7-5807DACC6934,2011-07-08 00:00:00.000
43882,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43882,PO10469165208,10-4020-000335,29558,282,6,500,500,5,11282.0,66419Vi58190,407.0,2024.994,194.3994,60.7498,2280.1432,,1FADFAE5-C70E-49A6-892D-6D80949D3C44,2011-07-08 00:00:00.000
43883,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43883,PO10121175623,10-4020-000684,29724,275,2,829,829,5,6126.0,76443Vi31838,,18320.6894,1763.0175,550.943,20634.6499,,F27B0997-0D8A-4653-A280-5596E895A0EB,2011-07-08 00:00:00.000
43884,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43884,PO10440182311,10-4020-000623,29861,277,3,628,11382,5,16665.0,96446Vi86292,,115696.3313,11215.3536,3504.798,130416.4829,,37C9D09F-1E62-4CFA-AB5C-CBC7D0EC3240,2011-07-08 00:00:00.000
43885,8,2011-07-01 00:00:00.000,2011-07-13 00:00:00.000,2011-07-08 00:00:00.000,5,0,SO43885,PO609186449,10-4020-000492,29757,276,4,1070,1070,5,13246.0,66522Vi68706,,68.40,5.928,1.8525,76.1805,,02B2DAC2-90DC-413A-B148-A9145A459AC8,2011-07-08 00:00:00.000
