CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,rowguid,ModifiedDate
62,,988.0,5,AW00000062,359BB644-407D-4C24-AB98-E637AEE7C81E,2014-09-12 11:15:07.263
63,,1362.0,5,AW00000063,76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5,2014-09-12 11:15:07.263
64,,1276.0,6,AW00000064,E6B6F92D-4AC6-4BC7-BF6B-2F3C67498DE7,2014-09-12 11:15:07.263
65,,986.0,6,AW00000065,7E082443-8AF6-4BB6-A0F5-1586271D1F2C,2014-09-12 11:15:07.263
66,,782.0,6,AW00000066,E91E0048-9A25-489B-96C1-D726DA68FB7C,2014-09-12 11:15:07.263
67,,1274.0,7,AW00000067,51CE3843-FC98-453E-8CF1-7EA145235D0F,2014-09-12 11:15:07.263
68,,532.0,8,AW00000068,2138DEF5-80EB-4D95-B340-706BCD60ADDA,2014-09-12 11:15:07.263
69,,784.0,9,AW00000069,64841B37-3A25-416A-A129-E9AAA2EFF4CD,2014-09-12 11:15:07.263
70,,1272.0,10,AW00000070,89E10B04-064E-4313-8203-91FA98A01B11,2014-09-12 11:15:07.263
71,,530.0,2,AW00000071,91CC8AC7-27E5-437C-B940-DB47692754D3,2014-09-12 11:15:07.263
72,,786.0,2,AW00000072,0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6,2014-09-12 11:15:07.263
73,,1270.0,1,AW00000073,9D5C135E-BD60-46E0-B371-843391637827,2014-09-12 11:15:07.263
74,,528.0,1,AW00000074,73485E57-076D-4B10-BB48-6043DD873582,2014-09-12 11:15:07.263
75,,788.0,4,AW00000075,55CFED0E-1A7B-409C-9AFF-297065965870,2014-09-12 11:15:07.263
76,,1268.0,3,AW00000076,5227D299-B05E-4D6C-A1C9-DA63154869BA,2014-09-12 11:15:07.263
77,,556.0,4,AW00000077,B3F9113C-8FCE-47E1-9F04-38A0C68917C6,2014-09-12 11:15:07.263
78,,790.0,4,AW00000078,8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE,2014-09-12 11:15:07.263
79,,1266.0,3,AW00000079,010D8AA6-CEBA-4097-9E67-3B2A9674FD5F,2014-09-12 11:15:07.263
80,,554.0,5,AW00000080,98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D,2014-09-12 11:15:07.263
81,,792.0,5,AW00000081,E25E3769-CADC-4DA6-9120-09C3B2205475,2014-09-12 11:15:07.263
82,,1264.0,6,AW00000082,92618ECE-2254-4852-B3B3-46ED2E0E3E1A,2014-09-12 11:15:07.263
83,,552.0,6,AW00000083,8E01F170-64D3-4B74-82E1-D1691AE9F37C,2014-09-12 11:15:07.263
84,,794.0,6,AW00000084,45A614CE-3137-4A12-8296-24048C18F320,2014-09-12 11:15:07.263
85,,1262.0,7,AW00000085,B44000F5-901B-4134-979D-F9A9BEA5A598,2014-09-12 11:15:07.263
86,,636.0,8,AW00000086,2A8B2702-4644-4002-90E4-99A8ADBA5261,2014-09-12 11:15:07.263
87,,796.0,9,AW00000087,07FB8B21-FB06-49F8-8CD5-9956273CD78A,2014-09-12 11:15:07.263
88,,1260.0,10,AW00000088,11FEDA31-15B6-4F08-9357-355371D4D928,2014-09-12 11:15:07.263
89,,634.0,2,AW00000089,A34FE994-1098-439F-A042-EE670BF2FA33,2014-09-12 11:15:07.263
90,,798.0,5,AW00000090,6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9,2014-09-12 11:15:07.263
91,,1258.0,1,AW00000091,9F314FC3-9644-4412-A90A-5483F75F665B,2014-09-12 11:15:07.263
92,,632.0,1,AW00000092,672412C3-5D5D-488B-B176-E3DAFAD05D70,2014-09-12 11:15:07.263
93,,800.0,4,AW00000093,249B42C2-8EAE-49F1-A560-A90837748654,2014-09-12 11:15:07.263
94,,1256.0,4,AW00000094,65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E,2014-09-12 11:15:07.263
95,,630.0,4,AW00000095,EA0BC621-9466-4F04-BBFF-3B361C6F9057,2014-09-12 11:15:07.263
96,,1308.0,4,AW00000096,BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B,2014-09-12 11:15:07.263
97,,1254.0,4,AW00000097,355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D,2014-09-12 11:15:07.263
98,,734.0,5,AW00000098,7D37485D-A4CF-4C08-8D3C-364DEEC7C841,2014-09-12 11:15:07.263
99,,1310.0,5,AW00000099,8583A63E-3459-44C7-8736-A92E0A7135F2,2014-09-12 11:15:07.263
100,,1252.0,6,AW00000100,E789F6DD-3159-4DDC-81A8-8571C571656E,2014-09-12 11:15:07.263
101,,732.0,6,AW00000101,67AD4F37-2467-4438-A749-D947BEEC3A92,2014-09-12 11:15:07.263
102,,1312.0,6,AW00000102,959CF74B-1004-43F5-9AB7-4CDD482C847D,2014-09-12 11:15:07.263
103,,1894.0,7,AW00000103,22390E6F-AC5F-4DED-8EE5-91C1302C7FA2,2014-09-12 11:15:07.263
104,,730.0,8,AW00000104,FFBE0510-53BE-46D9-9406-63AFEE95DE3A,2014-09-12 11:15:07.263
105,,1314.0,9,AW00000105,F9387EA3-EF35-49B2-B535-E02368D2C0FD,2014-09-12 11:15:07.263
106,,1892.0,10,AW00000106,AAFBF7D5-8759-4962-9DEB-77C6E22875F4,2014-09-12 11:15:07.263
107,,728.0,2,AW00000107,9522CA57-0246-496A-AE49-D9821CD67817,2014-09-12 11:15:07.263
108,,1316.0,2,AW00000108,D1E756E0-A0D1-43D6-A7CB-AC5C5EF404E7,2014-09-12 11:15:07.263
109,,1890.0,1,AW00000109,7585790B-6034-4520-A383-9FA1E8B3E76E,2014-09-12 11:15:07.263
110,,1888.0,1,AW00000110,82C2F3F0-63B8-46CC-AEDC-3A856956EF04,2014-09-12 11:15:07.263
111,,726.0,3,AW00000111,0122151A-9140-4663-A3EB-A442D88BC1BB,2014-09-12 11:15:07.263
112,,1318.0,4,AW00000112,5035E4D6-3758-4FA6-A462-2E2ECF52E6F0,2014-09-12 11:15:07.263
113,,1886.0,4,AW00000113,8A84966C-5D38-41CA-990F-AD107558A6B8,2014-09-12 11:15:07.263
114,,724.0,4,AW00000114,BCC5AE61-8214-44A1-A43C-FBD65C3745AE,2014-09-12 11:15:07.263
115,,1320.0,1,AW00000115,080F7047-8396-4CEC-AB43-56CF41DE4E00,2014-09-12 11:15:07.263
116,,1884.0,5,AW00000116,061C4697-F808-4C31-823E-5E8E60EFE0AA,2014-09-12 11:15:07.263
117,,722.0,5,AW00000117,18406109-F4AC-4F30-A96F-4E056996DE56,2014-09-12 11:15:07.263
118,,1322.0,6,AW00000118,5FEAFBD2-4A43-4641-8E94-B3059B2A882E,2014-09-12 11:15:07.263
119,,1882.0,6,AW00000119,D13245EF-8267-4CB4-87C9-C23155D33E93,2014-09-12 11:15:07.263
120,,720.0,6,AW00000120,25863C18-4C9A-4BC9-BE0D-95F4CF67BF7D,2014-09-12 11:15:07.263
121,,1324.0,7,AW00000121,7472FF87-0FBC-4D1F-B599-D47B51B41CF0,2014-09-12 11:15:07.263
122,,1880.0,8,AW00000122,094EB96D-D265-474D-869E-D9BACE4745A7,2014-09-12 11:15:07.263
123,,718.0,9,AW00000123,BC0A8115-7E8F-4FAA-947F-FD315C30250D,2014-09-12 11:15:07.263
124,,1326.0,10,AW00000124,2F614C31-ABAE-42D0-820B-193F0DDC811E,2014-09-12 11:15:07.263
125,,1878.0,2,AW00000125,69AF6E37-EAD1-4FBD-82F0-61CE3B35F943,2014-09-12 11:15:07.263
126,,716.0,2,AW00000126,B03EFE01-3333-4805-9913-99323C143526,2014-09-12 11:15:07.263
127,,1328.0,1,AW00000127,EF55103F-ACC7-4BFD-89B1-20A04845E706,2014-09-12 11:15:07.263
128,,1876.0,1,AW00000128,03F73E74-8DE5-421E-B5AF-04B259268DD6,2014-09-12 11:15:07.263
129,,714.0,3,AW00000129,E03DB34C-BF17-407D-9423-FA22DBFDD292,2014-09-12 11:15:07.263
130,,1330.0,4,AW00000130,606ECDC2-6443-4E4B-897F-32D4C17AB894,2014-09-12 11:15:07.263
131,,1874.0,4,AW00000131,ED0DF7CC-6234-4D60-8B81-315C019F5356,2014-09-12 11:15:07.263
132,,712.0,3,AW00000132,7649E8AF-3DAB-43AA-B7DF-9776F84DFB71,2014-09-12 11:15:07.263
133,,978.0,4,AW00000133,4F61574B-8353-42EC-825C-87896E6E16A4,2014-09-12 11:15:07.263
134,,1872.0,5,AW00000134,FD0D8467-48D9-42B8-A4E6-DABC96F58925,2014-09-12 11:15:07.263
135,,710.0,5,AW00000135,DFFD552F-30E0-488A-AC07-83C9A7B075C7,2014-09-12 11:15:07.263
136,,980.0,6,AW00000136,84CD4767-F142-4D9D-9033-AD3ADE34BF74,2014-09-12 11:15:07.263
137,,418.0,6,AW00000137,D6A1AEE7-25EF-4417-AB10-65BC21661864,2014-09-12 11:15:07.263
138,,708.0,6,AW00000138,91B9EF4B-2FA8-4936-AC71-1FA1B3624D12,2014-09-12 11:15:07.263
139,,982.0,7,AW00000139,23A1A3E2-16F0-40AA-87D4-F4AE97D12581,2014-09-12 11:15:07.263
140,,416.0,8,AW00000140,01CD7E33-EDD0-46A9-8505-F3E85D9F21F4,2014-09-12 11:15:07.263
141,,706.0,9,AW00000141,E0B29CC8-066D-4F7F-98C3-0F5136BB85D9,2014-09-12 11:15:07.263
142,,984.0,10,AW00000142,B821D13F-E9DB-4A3B-87D0-7E867A161575,2014-09-12 11:15:07.263
143,,520.0,2,AW00000143,95E93EFE-78E9-470C-B4A7-4DD6A5D0F14B,2014-09-12 11:15:07.263
144,,704.0,2,AW00000144,53C1A4AC-2DE2-4AB5-808F-523BE758AD29,2014-09-12 11:15:07.263
145,,522.0,1,AW00000145,FEC5609D-042B-4480-B1BA-55F2D4107327,2014-09-12 11:15:07.263
146,,518.0,1,AW00000146,5475E9DD-98CA-4989-B7A2-3FC929BEEA12,2014-09-12 11:15:07.263
147,,702.0,3,AW00000147,03836A0B-7AD8-4115-8D23-6EFA0D8DEEA1,2014-09-12 11:15:07.263
148,,524.0,3,AW00000148,79355855-A002-4393-BB6E-36F90913FA4D,2014-09-12 11:15:07.263
149,,516.0,3,AW00000149,BAA99D94-2FC2-4A1C-8B67-2C3210EB90C3,2014-09-12 11:15:07.263
150,,700.0,4,AW00000150,285C5DD7-75D6-460D-97BA-AA86D86637C0,2014-09-12 11:15:07.263
151,,526.0,4,AW00000151,7F2891F7-DD88-470B-95AE-CC9A7D732B1F,2014-09-12 11:15:07.263
152,,650.0,5,AW00000152,E07B697E-74C1-4F52-818F-32531696F7AB,2014-09-12 11:15:07.263
153,,514.0,5,AW00000153,10C2DA66-32A2-4C63-998F-9B18CDD6E3B0,2014-09-12 11:15:07.263
154,,626.0,6,AW00000154,4F60F75E-B20A-4056-874C-B7F3BD33BF3F,2014-09-12 11:15:07.263
155,,648.0,6,AW00000155,3B56CD66-5DDF-430C-AB41-3FF6A1836868,2014-09-12 11:15:07.263
156,,512.0,6,AW00000156,CFFFAAFB-98DC-4392-84F9-FB3229F35265,2014-09-12 11:15:07.263
157,,628.0,7,AW00000157,DA4968B5-6BA0-4478-BBDC-3A00E9A1B59E,2014-09-12 11:15:07.263
158,,646.0,8,AW00000158,C48CFB9B-45A2-4DC2-B932-BA8C2572E833,2014-09-12 11:15:07.263
159,,456.0,9,AW00000159,EB0F31C8-C2CF-46CD-8F92-C4059190A9C6,2014-09-12 11:15:07.263
160,,658.0,10,AW00000160,B42D510D-3AE4-4911-88CF-8D90D6BD0922,2014-09-12 11:15:07.263
161,,820.0,2,AW00000161,5A1817B3-6C90-4C17-ADF8-B30A06F92141,2014-09-12 11:15:07.263
162,,454.0,2,AW00000162,F4D0EE10-E276-4A3D-8D3B-E1904195F1B8,2014-09-12 11:15:07.263
163,,660.0,1,AW00000163,989F9F3A-7CB8-4083-8CDA-291C682BE73C,2014-09-12 11:15:07.263
164,,818.0,1,AW00000164,5A323ACA-74A2-4CA0-AA3B-E1AE299AAD08,2014-09-12 11:15:07.263
165,,506.0,4,AW00000165,3CDBD3EA-DA78-4F9A-8EEC-8DA4C050C817,2014-09-12 11:15:07.263
166,,662.0,4,AW00000166,F644D9DC-4CED-49E8-8587-CE859E466DFA,2014-09-12 11:15:07.263
167,,816.0,4,AW00000167,515D4A13-4E60-4D0C-8F22-BB89A9D312AD,2014-09-12 11:15:07.263
168,,504.0,4,AW00000168,FCE18386-F492-4D4A-A6D2-FB7EF20C57FC,2014-09-12 11:15:07.263
169,,804.0,1,AW00000169,2D6BBC35-BC19-4CB4-A61B-46899D3A4237,2014-09-12 11:15:07.263
170,,814.0,5,AW00000170,1F8334E8-3DDC-4530-A1D2-E0BAB826476E,2014-09-12 11:15:07.263
171,,502.0,5,AW00000171,3C40E926-090D-4A7A-9E9D-D9222AE910C5,2014-09-12 11:15:07.263
172,,806.0,6,AW00000172,324C671D-DD10-4EE2-857A-767917ACC2A3,2014-09-12 11:15:07.263
173,,812.0,6,AW00000173,FDC12E98-898B-4C22-972F-F0EBFBFCB7B0,2014-09-12 11:15:07.263
174,,500.0,6,AW00000174,9C4DDEFA-AABD-4A51-AB90-998985FB7D2F,2014-09-12 11:15:07.263
175,,808.0,7,AW00000175,66F2342A-7CC4-4F5F-A218-8791B21A9173,2014-09-12 11:15:07.263
176,,446.0,8,AW00000176,10219F9C-BEF1-4CAC-A435-D75342C43153,2014-09-12 11:15:07.263
177,,688.0,9,AW00000177,6ABC1437-87FF-49FE-8B91-9EEEEB4143D4,2014-09-12 11:15:07.263
178,,810.0,10,AW00000178,05B8FB77-FC67-4279-AEBD-4162D21B9A11,2014-09-12 11:15:07.263
179,,444.0,2,AW00000179,F7F8B200-1294-4419-9DAC-8194231AC9B7,2014-09-12 11:15:07.263
180,,686.0,3,AW00000180,F7CFF29E-F164-424E-B005-BF8CF317AF27,2014-09-12 11:15:07.263
181,,1292.0,1,AW00000181,3D3D4CD0-7F5D-4BD9-A589-08881095BC5A,2014-09-12 11:15:07.263
182,,442.0,1,AW00000182,D3DA2FF4-51C0-4FCB-A936-1B910458D752,2014-09-12 11:15:07.263
183,,684.0,3,AW00000183,B2051957-B411-44E1-BCA5-63FECB5368F2,2014-09-12 11:15:07.263
184,,1294.0,4,AW00000184,A65C523A-498D-4314-A727-D17A8B2779F6,2014-09-12 11:15:07.263
185,,1196.0,4,AW00000185,5014E91D-7B0E-495A-B429-FF915BE9D2FD,2014-09-12 11:15:07.263
186,,682.0,4,AW00000186,48D3E26E-C051-4B24-A37F-A88F5294F25F,2014-09-12 11:15:07.263
187,,1296.0,4,AW00000187,3329CE97-BB9F-4C36-9197-A6EEE803BD94,2014-09-12 11:15:07.263
188,,1194.0,5,AW00000188,2AF36044-25F9-476C-961D-A8EFD29E2C4F,2014-09-12 11:15:07.263
189,,680.0,5,AW00000189,3ED50D2B-A57B-4238-BB31-2F96996DB362,2014-09-12 11:15:07.263
190,,1298.0,6,AW00000190,91154406-0118-4A11-BB1B-366EDFB5C97A,2014-09-12 11:15:07.263
191,,1192.0,6,AW00000191,A2F63E12-1C66-41C2-AAC0-57D87F1861D9,2014-09-12 11:15:07.263
192,,678.0,6,AW00000192,84401968-8977-4380-9B4E-D5149C8126C0,2014-09-12 11:15:07.263
193,,1300.0,7,AW00000193,74CB0417-1626-4586-A8C8-6F0331B08C50,2014-09-12 11:15:07.263
194,,1190.0,8,AW00000194,3941081B-24ED-44F1-8009-CD17693423A0,2014-09-12 11:15:07.263
195,,676.0,9,AW00000195,CD4CC2C3-9FB4-4DAB-95CC-A054B1171786,2014-09-12 11:15:07.263
196,,1302.0,10,AW00000196,5F0EB2D3-4691-4F71-8E9B-A3EACFA4A1D5,2014-09-12 11:15:07.263
197,,1188.0,3,AW00000197,47B64828-BC4C-4940-AA23-92006BF0D7F1,2014-09-12 11:15:07.263
198,,452.0,3,AW00000198,B17DE285-DF9A-487B-8773-75844A101CD0,2014-09-12 11:15:07.263
199,,1304.0,1,AW00000199,F0CD52D1-B838-451E-B015-5414AB7D9154,2014-09-12 11:15:07.263
200,,1186.0,1,AW00000200,7C96C878-A038-4B2F-825F-016C922D6407,2014-09-12 11:15:07.263
201,,450.0,4,AW00000201,FF8EB66D-37D8-46FB-B6E2-30A1FAC37947,2014-09-12 11:15:07.263
202,,1306.0,4,AW00000202,E50D76BB-E3F7-419F-A6D2-20061538FCEA,2014-09-12 11:15:07.263
203,,1184.0,4,AW00000203,B05AAA08-ABC9-41E1-B113-65347A2EE406,2014-09-12 11:15:07.263
204,,448.0,4,AW00000204,C807870F-FA5D-44CB-B373-47ECAC52C1D8,2014-09-12 11:15:07.263
205,,1404.0,4,AW00000205,9DB0BD27-5CE6-4F6D-8C90-A85422B86060,2014-09-12 11:15:07.263
206,,1182.0,5,AW00000206,F0B3A736-DD1D-4412-AF94-083990D01965,2014-09-12 11:15:07.263
207,,414.0,5,AW00000207,CA07B43C-6FB2-4160-B1AC-FAAEA2A1CCF1,2014-09-12 11:15:07.263
208,,1406.0,6,AW00000208,6005E7A8-0101-4BE2-B8C1-F4AD936E496F,2014-09-12 11:15:07.263
209,,1180.0,6,AW00000209,E5A50573-0D83-4200-A80C-9F690AF69FCC,2014-09-12 11:15:07.263
210,,412.0,6,AW00000210,FF748558-EA94-4C67-A764-D1480B0F8548,2014-09-12 11:15:07.263
211,,1408.0,7,AW00000211,98158631-9D58-4222-BCBD-CB0B90CBCE17,2014-09-12 11:15:07.263
212,,1178.0,8,AW00000212,4DB27C1B-60CE-4060-B84D-2F83F7A04C4A,2014-09-12 11:15:07.263
213,,410.0,9,AW00000213,374EACA4-B406-4D8E-B122-184EFC4122FA,2014-09-12 11:15:07.263
214,,1410.0,10,AW00000214,402E4D5F-27C3-4197-87E8-32AA42E41BB6,2014-09-12 11:15:07.263
215,,1176.0,2,AW00000215,3C8FDA7C-6E91-4779-A45E-234774092C78,2014-09-12 11:15:07.263
216,,544.0,2,AW00000216,4F58A074-EA37-49F8-B0C1-FDC3E0A08677,2014-09-12 11:15:07.263
217,,1412.0,1,AW00000217,5CFC3A75-DDC6-4C65-B4C3-15BF96C92983,2014-09-12 11:15:07.263
218,,1174.0,1,AW00000218,3C098480-0D9B-409C-8156-C7610415AC5B,2014-09-12 11:15:07.263
219,,1172.0,3,AW00000219,D39CCCE3-C4A6-441D-8A3C-96507627746D,2014-09-12 11:15:07.263
220,,542.0,3,AW00000220,81305A48-9F6E-4415-B7AA-488BA04A8F7E,2014-09-12 11:15:07.263
221,,1414.0,4,AW00000221,98EA497E-45D0-4C54-821A-4FDD9A751095,2014-09-12 11:15:07.263
222,,1170.0,3,AW00000222,3DB84B19-4063-4EC2-B1B4-317DEE133A25,2014-09-12 11:15:07.263
223,,1158.0,3,AW00000223,994837FE-10A8-47DF-B7B8-86C4E6932FD0,2014-09-12 11:15:07.263
224,,1416.0,5,AW00000224,8B943679-47D7-48F4-BBB9-1020A2F634CD,2014-09-12 11:15:07.263
225,,1168.0,5,AW00000225,AD085784-02A0-4A02-B79C-446A9F8F7EBF,2014-09-12 11:15:07.263
226,,1156.0,6,AW00000226,CF860E9B-816A-406E-A64A-7965772D5487,2014-09-12 11:15:07.263
227,,1418.0,6,AW00000227,1FFA0236-84EE-415A-BE61-94CE863715EA,2014-09-12 11:15:07.263
228,,1166.0,6,AW00000228,C751DD7E-51D9-4D2D-AEED-C818EEE56CEB,2014-09-12 11:15:07.263
229,,1154.0,7,AW00000229,25B9F9FC-40B0-463F-B6B9-B345E7B46874,2014-09-12 11:15:07.263
230,,1420.0,8,AW00000230,6AC62AD2-FF1F-4151-B2A2-969847A7BAF1,2014-09-12 11:15:07.263
231,,550.0,9,AW00000231,0AC6FEF1-C8D5-46F7-8E4C-FE522A0E4917,2014-09-12 11:15:07.263
232,,1152.0,10,AW00000232,AA451BD5-FFC2-436C-A295-81B350A5B899,2014-09-12 11:15:07.263
233,,1422.0,2,AW00000233,4E10867D-98DA-4CCC-ADF2-92A3EDB6E7C1,2014-09-12 11:15:07.263
234,,548.0,2,AW00000234,60552ADB-643C-461A-9DFD-57029760B59A,2014-09-12 11:15:07.263
235,,1150.0,1,AW00000235,A4DF6D50-5068-4FA9-B4CA-A3195EB29BB6,2014-09-12 11:15:07.263
236,,1424.0,1,AW00000236,21801FB2-6EA6-4FE5-9444-7E09E8BA907C,2014-09-12 11:15:07.263
237,,546.0,3,AW00000237,B8F7D9D3-E498-40C2-8C7E-FB1C98C43756,2014-09-12 11:15:07.263
238,,1148.0,3,AW00000238,3ECD14CB-463C-4375-B81B-D6E60A48B83D,2014-09-12 11:15:07.263
